user_id,base_completed,base_time,base_retention,sim_completed,sim_time,sim_retention
195,0.25,1421.3,0.08320000000000001,0.875,1279.17,0.312
196,0.375,879.6,0.11220000000000001,0.75,800.8700000000001,0.42074999999999996
197,0.75,1148.3,0.07280000000000002,0.875,1064.54,0.27135
198,0.75,1160.5,0.0906,0.75,1073.25,0.34215
199,0.5,1503.7,0.05745,0.75,1360.0800000000002,0.171375
200,0.25,1155.5,0.10650000000000001,0.875,1039.95,0.399375
201,0.25,1183.8,0.10760000000000002,1.0,1068.9,0.4035
202,0.875,1118.9,0.05834285714285714,0.625,1050.98,0.21405
203,0.5,1605.9,0.050100000000000006,0.75,1495.72,0.18787500000000001
204,0.75,1315.3,0.03993333333333334,0.75,1244.14,0.1479
205,0.75,1039.3,0.06686666666666667,0.875,995.75,0.25075
206,0.5,1230.2,0.0897,0.625,1126.67,0.336375
207,0.375,844.7,0.12253333333333334,0.875,768.01,0.45949999999999996
208,0.5,1091.9,0.10475000000000001,0.75,1008.8700000000001,0.3928125
209,0.625,1134.5,0.08232,0.875,1049.9099999999999,0.30870000000000003
210,0.5,1043.6,0.099,0.625,951.46,0.38475
211,0.375,1073.5,0.08426666666666667,0.75,994.71,0.316
212,0.5,1065.6,0.08940000000000001,0.75,988.3100000000001,0.33525
213,0.625,1408.9,0.06284000000000001,0.625,1307.22,0.2045625
214,0.375,1096.6,0.09526666666666667,1.0,993.29,0.35725
215,0.875,869.4,0.09128571428571429,0.875,811.91,0.3423214285714286
216,0.75,1210.5,0.0629,0.75,1144.55,0.23587499999999997
217,0.375,1220.6,0.08786666666666669,0.625,1103.77,0.33487500000000003
218,0.25,1549.3,0.07880000000000001,0.625,1415.25,0.2955
219,0.5,918.1,0.12315000000000001,1.0,834.23,0.46181250000000007
220,0.75,1179.9,0.06893333333333333,0.875,1102.77,0.2585
221,0.5,839.9,0.11230000000000001,0.875,773.01,0.44875
222,0.625,832.3,0.14396,0.875,760.31,0.5319375
223,0.625,1134.5,0.08028,0.875,1038.01,0.29774999999999996
224,0.75,949.4,0.07886666666666667,0.75,889.27,0.30285
225,0.75,840.6,0.0825,0.875,787.54,0.32504999999999995
226,0.625,1049.2,0.09060000000000001,0.75,977.72,0.3369375
227,0.625,1553.2,0.059719999999999995,0.875,1449.48,0.21768749999999998
228,0.5,1167.3,0.0675,1.0,1082.95,0.253125
229,0.25,886.3,0.1091,0.75,813.6,0.40912499999999996
230,0.5,1227.9,0.0762,0.875,1141.8,0.28575
231,0.875,653.5,0.13094285714285717,1.0,617.58,0.49103571428571424
232,0.375,998.8000000000001,0.12853333333333333,0.875,909.3100000000001,0.482
233,0.75,963.2,0.0604,1.0,903.55,0.2265
234,0.375,1056.2,0.07686666666666668,0.625,1002.23,0.28825
235,0.875,1116.2,0.060885714285714286,0.75,1037.31,0.226
236,0.625,1432.9,0.04544,0.75,1306.72,0.1693125
237,0.5,1170.5,0.0747,0.75,1087.5,0.31425
238,0.375,1375.1,0.08439999999999999,0.625,1245.3700000000001,0.34575
239,0.625,1131.6,0.09092,0.875,1057.99,0.34095
240,0.625,804.4,0.11632,1.0,749.0,0.43620000000000003
241,0.5,1141.6,0.09435,0.75,1065.78,0.3538125
242,0.625,769.7,0.11812,1.0,728.23,0.44295
243,0.625,1201.3,0.07792,0.75,1110.38,0.26525
244,0.5,1180.6,0.07925,1.0,1081.72,0.2971875
245,0.5,1273.3,0.0799,0.625,1150.24,0.299625
246,0.75,1101.5,0.08220000000000001,0.75,1017.47,0.3048
247,0.875,610.5,0.1357142857142857,1.0,578.5,0.5089285714285714
248,0.875,965.4,0.08002857142857144,0.875,907.0699999999999,0.290625
249,0.625,946.3,0.09364000000000001,1.0,883.75,0.35114999999999996
250,0.75,1155.4,0.06616666666666667,0.875,1077.77,0.248125
251,0.75,782.9,0.14086666666666667,1.0,728.84,0.52825
252,0.75,1140.2,0.059133333333333336,0.875,1075.29,0.22175
253,0.625,1272.9,0.054360000000000006,0.75,1187.26,0.20385
254,0.5,990.9,0.1134,0.875,905.4200000000001,0.42525
255,0.75,955.1,0.09996666666666666,0.875,885.44,0.39299999999999996
256,0.375,1407.8,0.06973333333333334,0.375,1277.54,0.20025
257,0.5,927.5999999999999,0.10625000000000001,0.625,863.83,0.3984375
258,0.625,1081.7,0.0706,0.75,996.57,0.23943749999999997
259,0.625,957.9,0.06548000000000001,0.75,919.52,0.24555000000000002
260,0.5,894.0,0.08320000000000001,0.75,841.8,0.31200000000000006
261,0.75,899.2,0.12876666666666667,0.875,820.71,0.46365
262,0.625,960.2,0.11320000000000001,0.75,886.1600000000001,0.447
263,0.75,934.3,0.10116666666666667,0.875,868.82,0.379375
264,0.625,1128.8,0.09084,0.75,1042.81,0.3285
265,0.75,1168.6,0.07250000000000001,0.75,1078.0900000000001,0.2773125
266,0.75,937.1,0.08096666666666667,0.75,887.45,0.28545
267,0.625,916.9000000000001,0.11124,1.0,852.6700000000001,0.41715
268,0.75,1443.6,0.05840000000000001,0.875,1347.58,0.219
269,0.375,1678.1,0.06173333333333334,0.75,1536.79,0.2315
270,0.625,1012.7,0.09519999999999999,0.875,941.04,0.357
271,0.25,1578.7,0.08000000000000002,0.5,1420.83,0.3285
272,0.75,799.8,0.11736666666666667,0.875,736.89,0.44012500000000004
273,0.75,725.6,0.11259999999999999,0.875,677.57,0.42225
274,0.5,1071.8,0.07755000000000001,0.875,986.2,0.29081250000000003
275,0.5,759.4,0.1134,0.875,706.04,0.4472500000000001
276,0.625,961.3,0.11236000000000002,0.875,888.03,0.421875
277,0.375,872.6,0.11866666666666668,0.875,796.79,0.445
278,0.375,1389.4,0.08013333333333335,0.75,1269.4,0.24112499999999998
279,0.75,1541.8000000000002,0.05306666666666667,0.625,1415.71,0.21
280,0.5,1640.1,0.035100000000000006,0.875,1505.3200000000002,0.131625
281,0.375,903.3,0.08660000000000001,0.875,828.03,0.32475
282,0.625,920.5999999999999,0.08332,0.75,853.8399999999999,0.31245
283,0.25,1713.1,0.0551,0.375,1568.64,0.24375000000000002
284,1.0,740.6,0.09575,0.875,715.29,0.3508928571428571
285,0.125,1482.2,0.06480000000000001,0.75,1340.31,0.243
286,0.75,1196.7,0.083,1.0,1107.3,0.31125
287,0.75,967.8,0.08716666666666667,0.875,916.25,0.34110000000000007
288,0.5,1088.9,0.10300000000000001,0.75,993.21,0.38599999999999995
289,0.625,1510.0,0.0568,0.625,1394.26,0.1915
290,0.5,965.9000000000001,0.058550000000000005,0.875,893.95,0.21956250000000002
291,0.5,1198.6000000000001,0.08030000000000001,0.875,1110.66,0.301125
292,0.5,1019.5,0.0918,1.0,944.03,0.34425000000000006
293,0.5,1328.9,0.06760000000000001,0.75,1227.3500000000001,0.2535
294,0.75,1138.3,0.06466666666666666,0.875,1072.03,0.2511
295,0.75,801.0,0.08793333333333335,1.0,750.25,0.32975
296,0.5,967.0999999999999,0.09145,1.0,895.8299999999999,0.3429375
297,0.5,1424.8,0.036250000000000004,0.75,1324.2,0.1359375
298,0.75,743.9,0.11720000000000001,0.875,684.4300000000001,0.4395
299,0.625,767.2,0.10172,0.75,739.91,0.38144999999999996
300,0.75,1078.5,0.09283333333333334,1.0,1003.02,0.348125
301,0.875,1302.0,0.04425714285714286,0.75,1232.73,0.164125
302,0.75,686.0,0.1029,1.0,651.29,0.38587499999999997
303,0.625,921.6,0.09352,0.75,852.6400000000001,0.3507
304,0.875,698.0,0.10097142857142859,1.0,665.64,0.37864285714285717
305,0.375,1119.3999999999999,0.08233333333333333,0.625,1032.57,0.30875
306,0.5,1639.8,0.054450000000000005,0.5,1507.73,0.21775
307,0.625,1180.1,0.069,0.625,1086.25,0.25012500000000004
308,0.875,881.3,0.10822857142857144,1.0,818.9,0.40585714285714286
309,0.375,1928.3,0.042666666666666665,0.625,1747.51,0.14625
310,0.75,1135.3,0.09173333333333333,0.875,1044.27,0.3408
311,0.875,885.8,0.06248571428571429,0.75,870.77,0.25075000000000003
312,0.625,896.7,0.08404000000000002,0.75,829.6800000000001,0.33225000000000005
313,0.75,1003.0999999999999,0.0835,0.875,928.2,0.31312500000000004
314,0.5,991.6999999999999,0.08945,0.75,914.31,0.31925
315,0.375,992.4,0.09160000000000001,0.625,918.1,0.34349999999999997
316,0.75,738.3,0.13946666666666666,0.875,689.54,0.5147999999999999
317,0.5,959.4,0.1067,1.0,877.24,0.400125
318,0.75,1088.4,0.05786666666666667,0.75,1026.2,0.217
319,0.75,904.3,0.0948,0.875,839.13,0.3555
320,0.625,902.1999999999999,0.13892000000000002,0.875,811.98,0.5231250000000001
321,0.625,1045.8,0.09824000000000001,0.75,976.19,0.36839999999999995
322,0.75,418.4,0.14333333333333334,0.75,373.74,0.5375
323,0.625,1011.3,0.07104,0.875,941.76,0.2664
324,1.0,755.1,0.11315000000000001,1.0,717.32,0.4243125
325,0.375,817.4,0.11893333333333334,0.75,746.49,0.46049999999999996
326,0.875,1046.4,0.0638,0.875,976.8000000000001,0.2335
327,0.625,1270.3,0.0708,0.5,1156.4,0.28250000000000003
328,0.5,691.5,0.11645,0.875,635.01,0.4366875
329,0.625,1093.3,0.08136,0.875,1010.87,0.3166875
330,0.25,1067.3000000000002,0.09610000000000002,1.0,971.0000000000001,0.360375
331,0.625,793.8,0.11464,0.875,740.6,0.42990000000000006
332,0.375,1432.2,0.07133333333333335,0.75,1297.17,0.303
333,0.625,922.2,0.09216,1.0,852.0600000000001,0.3456
334,0.625,1143.2,0.08808,0.5,1048.23,0.33525
335,0.5,1346.3,0.07865,0.5,1229.83,0.3045
336,0.5,1464.6,0.06775,0.875,1328.14,0.25406249999999997
337,0.625,642.7,0.14416,1.0,527.31,0.5406
338,0.875,1125.7,0.0518,0.625,1054.8700000000001,0.22664999999999996
339,0.75,623.1,0.11009999999999999,0.625,596.72,0.43170000000000003
340,0.5,1059.6,0.08470000000000001,0.5,972.8299999999999,0.2955
341,0.375,1142.8,0.11220000000000001,0.875,1037.19,0.42712500000000003
342,0.75,804.6999999999999,0.13156666666666667,1.0,750.33,0.49337499999999995
343,0.875,630.8000000000001,0.10077142857142858,1.0,601.73,0.37789285714285714
344,0.375,1211.9,0.0792,0.75,1128.41,0.297
345,0.5,850.3,0.1562,0.875,778.35,0.58575
346,0.625,946.7,0.13076000000000002,1.0,865.76,0.49035
347,0.375,1019.5,0.1044,0.875,932.44,0.3915
348,0.5,1241.0,0.08405000000000001,0.625,1127.59,0.3255
349,0.5,1605.3,0.0675,0.875,1471.29,0.253125
350,0.625,908.0,0.11648,1.0,847.0,0.4368
351,0.5,828.3,0.13790000000000002,0.875,763.15,0.5171250000000001
352,0.625,1337.9,0.056720000000000007,0.75,1265.38,0.21270000000000003
353,0.125,1699.6,0.08760000000000001,0.5,1540.39,0.3285
354,0.75,997.9,0.06110000000000001,0.75,923.12,0.21749999999999997
355,0.5,1265.9,0.06875,0.75,1161.13,0.2578125
356,0.875,974.7,0.08,0.875,907.58,0.29025
357,0.375,1201.9,0.06946666666666668,1.0,1107.98,0.2605
358,0.375,1355.8,0.07153333333333334,0.5,1234.05,0.272625
359,0.625,654.5,0.1312,1.0,615.47,0.492
360,0.25,1558.8,0.061,0.5,1420.77,0.22874999999999998
361,0.875,966.0999999999999,0.08151428571428572,0.75,910.6,0.31162500000000004
362,0.5,1519.4,0.06435,0.625,1392.47,0.29750000000000004
363,0.75,695.6,0.1254333333333333,1.0,655.06,0.470375
364,0.75,854.5,0.07543333333333334,0.875,804.29,0.29579999999999995
365,0.75,764.7,0.08986666666666666,0.75,726.2,0.337
366,0.25,1072.5,0.1408,1.0,965.25,0.528
367,0.75,886.6,0.07083333333333335,1.0,835.31,0.265625
368,0.625,945.2,0.10608,0.625,879.89,0.40293749999999995
369,0.75,873.1,0.04896666666666668,0.625,839.03,0.18839999999999998
370,0.375,1134.8,0.10873333333333335,0.75,1044.49,0.40775
371,0.375,1060.9,0.1144,0.75,962.1500000000001,0.35250000000000004
372,0.375,1488.6,0.05840000000000001,0.625,1368.68,0.219
373,0.375,1562.9,0.08360000000000001,0.25,1406.6100000000001,
374,0.625,934.9,0.08316000000000001,0.875,866.44,0.31185
375,0.5,1504.6,0.0517,0.5,1390.24,0.18975
376,0.625,975.1999999999999,0.11100000000000002,0.875,906.75,0.41624999999999995
377,0.75,789.4,0.09003333333333334,0.625,741.62,0.3207
378,0.625,1233.9,0.05524,0.875,1137.44,0.20715
379,0.75,890.7,0.09356666666666667,0.875,854.38,0.350875
380,0.625,771.9,0.11044000000000001,0.875,711.88,0.4261875
381,0.375,1648.3,0.0592,0.875,1497.94,0.22199999999999998
382,0.5,1113.0,0.09090000000000001,0.75,1024.8899999999999,0.340875
383,0.625,736.7,0.12476000000000001,1.0,685.63,0.46785
384,0.375,1370.6000000000001,0.0546,0.5,1238.59,0.228375
385,0.875,874.1,0.06605714285714286,0.625,823.38,0.2454
386,0.5,878.3,0.1039,0.75,810.0600000000001,0.42449999999999993
387,0.625,948.8,0.06552,0.875,894.9399999999999,0.24569999999999997
388,0.625,1259.0,0.07596,0.875,1173.21,0.28485
389,0.625,1365.9,0.092,0.625,1259.48,0.36525
390,0.625,786.4,0.10468,0.875,729.74,0.3838125
391,0.5,763.8,0.13690000000000002,1.0,699.8499999999999,0.513375
392,0.625,983.6,0.08908,1.0,916.53,0.33405
393,0.75,889.4000000000001,0.0961,1.0,832.5400000000001,0.36037499999999995
394,0.5,1103.6,0.053250000000000006,0.875,1026.46,0.19968750000000002
395,0.75,1217.0,0.05533333333333334,0.75,1130.3700000000001,0.20595
396,0.5,1203.5,0.05365,0.625,1104.71,0.19475
397,0.625,1056.2,0.12036,0.625,956.5,0.47231249999999997
398,0.375,972.3,0.119,0.875,878.82,0.44625000000000004
399,0.375,1290.9,0.08693333333333335,0.875,1186.7,0.326
400,0.125,1188.7,0.0828,0.875,1075.8300000000002,0.3105
401,0.625,1148.8,0.08356000000000001,0.75,1039.41,0.3015
402,0.5,1110.7,0.09970000000000001,0.875,1013.12,0.40175
403,0.375,1294.2,0.06420000000000001,0.375,1186.99,0.24075000000000002
404,0.375,1777.0,0.0456,0.75,1623.02,0.194625
405,0.625,1197.0,0.07352,0.625,1111.52,0.26475
406,0.75,1218.0,0.07686666666666667,1.0,1124.15,0.28825
407,0.375,1265.6,0.06686666666666667,0.75,1161.18,0.25075
408,0.625,1119.9,0.09576,1.0,1020.98,0.35910000000000003
409,0.5,1555.4,0.068,0.875,1442.06,0.255
410,0.625,1282.6,0.06804,0.75,1180.77,0.2589375
