user_id,module_id,user_skill,words_on_slide,time_on_task_sec,interaction_rate,completed,test_score,pre_assessment_score,sim_completed,sim_time_on_task,baseline_retention,sim_retention
3,5,0.16,456,207.3,4,0,,0.0999361310081195,1,186.57000000000002,,
3,6,0.16,387,175.9,3,1,0.496,0.13083062502067233,0,158.31,0.09920000000000001,
3,7,0.16,538,244.6,3,0,,0.09982933877706031,1,220.14,,
3,8,0.16,206,93.6,4,1,0.296,0.3452278184508938,1,93.6,0.0592,0.22199999999999998
4,1,0.55,165,47.1,4,1,0.551,0.5486502775262067,1,47.1,0.11020000000000002,0.41325
4,2,0.55,435,124.3,4,1,0.835,0.44422890710441,1,111.87,0.167,0.62625
4,3,0.55,541,154.5,7,0,,0.632254491210319,1,139.05,,
4,4,0.55,346,98.8,3,0,,0.4279156350028978,1,88.92,,
4,5,0.55,168,48.0,4,1,0.606,0.5708863595004756,1,48.0,0.1212,0.4545
4,6,0.55,480,137.1,5,0,,0.3540329876120225,1,123.39,,
4,7,0.55,532,152.0,6,0,,0.41718139511015695,1,136.8,,
4,8,0.55,354,101.1,1,0,,0.5696861235869124,1,90.99,,
5,1,0.111,560,275.0,6,0,,0.18484665799954103,0,247.5,,
5,2,0.111,236,115.9,2,1,0.224,0.12813682811899704,1,115.9,0.044800000000000006,0.168
5,3,0.111,352,172.8,3,1,0.351,0.09943517176117594,1,155.52,0.0702,0.26325
5,4,0.111,240,117.9,2,1,0.329,0.08088963044107111,1,117.9,0.06580000000000001,0.24675000000000002
5,5,0.111,130,63.8,7,1,0.198,0.0,1,63.8,0.0396,0.14850000000000002
5,6,0.111,584,286.8,3,1,0.385,0.03901557916052914,1,258.12,0.07700000000000001,0.28875
5,7,0.111,297,145.8,6,1,0.325,0.06493612290402125,1,145.8,0.065,0.24375000000000002
5,8,0.111,203,99.7,1,1,0.087,0.21671222262189158,1,99.7,0.0174,0.06525
6,1,0.51,480,142.6,8,1,0.542,0.5443618289568461,1,128.34,0.10840000000000001,0.40650000000000003
6,2,0.51,139,41.3,6,1,0.492,0.3336959844637266,1,41.3,0.0984,0.369
6,3,0.51,171,50.8,7,1,0.566,0.5424083969394795,1,50.8,0.1132,0.4245
6,4,0.51,341,101.3,5,1,0.687,0.47149177195836833,1,91.17,0.13740000000000002,0.51525
6,5,0.51,372,110.5,8,1,0.755,0.4423077999694041,0,99.45,0.15100000000000002,
6,6,0.51,533,158.3,4,0,,0.5711676288840868,0,142.47000000000003,,
6,7,0.51,508,150.9,7,0,,0.6130999522495951,1,135.81,,
6,8,0.51,422,125.4,7,0,,0.6031280119116199,1,112.86000000000001,,
7,1,0.177,111,49.2,2,0,,0.09307824767773613,0,49.2,,
7,2,0.177,198,87.7,5,1,0.321,0.14607876241487852,1,87.7,0.06420000000000001,0.24075000000000002
7,3,0.177,532,235.7,3,0,,0.2101263431403564,1,212.13,,
7,4,0.177,470,208.2,4,1,0.407,0.2745545127122359,0,187.38,0.0814,
7,5,0.177,445,197.1,3,0,,0.12908257621547098,1,177.39,,
7,6,0.177,478,211.7,5,0,,0.15843410233361827,1,190.53,,
7,7,0.177,175,77.5,4,1,0.369,0.06636650259939716,1,77.5,0.0738,0.27675
7,8,0.177,549,243.2,3,0,,0.05737933759193291,1,218.88,,
8,1,0.198,130,55.9,3,1,0.23,0.27925258223941984,1,55.9,0.046000000000000006,0.17250000000000001
8,2,0.198,200,85.9,1,1,0.351,0.33362400285708227,1,85.9,0.0702,0.26325
8,3,0.198,137,58.9,3,1,0.042,0.19079898784196664,1,58.9,0.008400000000000001,0.0315
8,4,0.198,422,181.3,4,0,,0.29835328978920245,1,163.17000000000002,,
8,5,0.198,431,185.2,3,1,0.42,0.23416360250476342,1,166.68,0.084,0.315
8,6,0.198,168,72.2,4,1,0.376,0.13348802453948758,1,72.2,0.0752,0.28200000000000003
8,7,0.198,431,185.2,1,0,,0.2341395605508414,1,166.68,,
8,8,0.198,355,152.5,3,0,,0.35180365664659696,0,137.25,,
9,1,0.376,483,165.4,6,0,,0.37241739608900487,1,148.86,,
9,2,0.376,565,193.4,4,0,,0.5324643655814006,1,174.06,,
9,3,0.376,565,193.4,4,0,,0.11402548959102554,1,174.06,,
9,4,0.376,590,202.0,9,0,,0.4581902504375224,1,181.8,,
9,5,0.376,288,98.6,9,1,0.358,0.38470470682381713,1,98.6,0.0716,0.26849999999999996
9,6,0.376,106,36.3,6,1,0.475,0.34609926495341325,1,36.3,0.095,0.35624999999999996
9,7,0.376,396,135.6,4,1,0.317,0.3851760776535502,1,122.03999999999999,0.0634,0.23775000000000002
9,8,0.376,154,52.7,3,1,0.492,0.1772431085399107,1,52.7,0.0984,0.369
10,1,0.543,497,142.9,5,0,,0.5210328112162489,1,128.61,,
10,2,0.543,497,142.9,5,0,,0.5787112571511747,0,128.61,,
10,3,0.543,437,125.6,4,0,,0.6907894044741516,1,113.03999999999999,,
10,4,0.543,185,53.2,2,0,,0.4911729781726353,0,53.2,,
10,5,0.543,386,111.0,7,1,0.733,0.46215063971068127,1,99.9,0.1466,0.54975
10,6,0.543,343,98.6,7,0,,0.4928242956415464,1,88.74,,
10,7,0.543,538,154.7,1,0,,0.6345402117702075,0,139.23,,
10,8,0.543,492,141.5,4,0,,0.5758751109659684,1,127.35000000000001,,
11,1,0.085,394,202.1,6,0,,0.032023979623296124,0,181.89,,
11,2,0.085,168,86.2,4,1,0.116,0.13632674331133562,1,86.2,0.023200000000000002,0.08700000000000001
11,3,0.085,452,231.9,3,0,,0.09470775493480404,1,208.71,,
11,4,0.085,305,156.5,2,1,0.134,0.18186449905328894,0,140.85,0.026800000000000004,
11,5,0.085,234,120.0,2,1,0.311,0.014794690612264766,1,120.0,0.062200000000000005,0.23325
11,6,0.085,425,218.0,2,0,,0.05223378534022318,1,196.20000000000002,,
11,7,0.085,379,194.4,2,0,,0.04578918468678424,1,174.96,,
11,8,0.085,123,63.1,3,1,0.343,0.0,1,63.1,0.06860000000000001,0.25725000000000003
12,1,0.358,569,199.0,9,0,,0.3876120277064576,0,179.1,,
12,2,0.358,580,202.8,4,0,,0.3841055272179889,0,182.52,,
12,3,0.358,226,79.0,3,1,0.469,0.3585113456642461,1,79.0,0.0938,0.35175
12,4,0.358,585,204.6,7,0,,0.3345412866624853,1,184.14,,
12,5,0.358,339,118.5,5,1,0.22,0.21646292579495854,1,106.65,0.044000000000000004,0.165
12,6,0.358,140,49.0,3,1,0.487,0.3159354677234641,1,49.0,0.0974,0.36524999999999996
12,7,0.358,218,76.2,3,1,0.511,0.323728548347323,1,76.2,0.10220000000000001,0.38325
12,8,0.358,305,106.7,3,0,,0.2777722730778381,1,96.03,,
13,1,0.273,558,216.5,4,0,,0.2568714288333991,1,194.85,,
13,2,0.273,357,138.5,5,1,0.477,0.31340508568145387,1,124.65,0.0954,0.35775
13,3,0.273,210,81.5,4,1,0.307,0.46161859012105305,1,81.5,0.0614,0.23025
13,4,0.273,372,144.3,4,0,,0.2904577812831839,0,129.87,,
13,5,0.273,536,207.9,6,0,,0.29875503907227646,1,187.11,,
13,6,0.273,394,152.8,5,0,,0.2655554084233833,0,137.52,,
13,7,0.273,335,130.0,6,1,0.401,0.08112287847009586,0,117.0,0.08020000000000001,
13,8,0.273,285,110.6,2,1,0.209,0.27034861245507835,1,110.6,0.041800000000000004,0.15675
14,1,0.134,401,189.6,5,0,,0.14002302099410266,0,170.64,,
14,2,0.134,545,257.7,4,0,,0.38032421124852867,0,231.93,,
14,3,0.134,487,230.3,5,0,,0.11476390352188776,0,207.27,,
14,4,0.134,234,110.7,4,1,0.376,0.16415473423336124,1,110.7,0.0752,0.28200000000000003
14,5,0.134,227,107.3,3,0,,0.1305288230294757,0,107.3,,
14,6,0.134,453,214.2,3,0,,0.017132196238046793,1,192.78,,
14,7,0.134,240,113.5,5,1,0.186,0.24828228145150205,1,113.5,0.037200000000000004,0.1395
14,8,0.134,323,152.7,2,1,0.353,0.2091933032686774,0,137.43,0.0706,
15,1,0.353,130,45.7,2,1,0.587,0.4321031947043047,1,45.7,0.1174,0.44025
15,2,0.353,146,51.3,6,1,0.619,0.2620612545205261,1,51.3,0.12380000000000001,0.46425
15,3,0.353,190,66.8,5,1,0.656,0.49327943109360994,1,66.8,0.1312,0.492
15,4,0.353,353,124.1,4,1,0.271,0.2128148937207719,1,111.69,0.054200000000000005,0.20325000000000001
15,5,0.353,280,98.4,4,1,0.553,0.411685709380027,1,98.4,0.11060000000000002,0.41475000000000006
15,6,0.353,195,68.6,6,1,0.448,0.5720455625809978,1,68.6,0.08960000000000001,0.336
15,7,0.353,417,146.6,6,0,,0.2539463674869311,0,131.94,,
15,8,0.353,191,67.2,9,1,0.312,0.29637022703972277,1,67.2,0.062400000000000004,0.23399999999999999
16,1,0.133,527,249.8,5,0,,0.14296513650876413,0,224.82000000000002,,
16,2,0.133,230,109.0,9,1,0.251,0.08265243458838009,1,109.0,0.0502,0.18825
16,3,0.133,276,130.8,8,1,0.331,0.0,1,130.8,0.06620000000000001,0.24825000000000003
16,4,0.133,181,85.8,3,1,0.207,0.13985629748060274,1,85.8,0.0414,0.15525
16,5,0.133,279,132.3,4,1,0.274,0.02676962862738952,1,132.3,0.05480000000000001,0.20550000000000002
16,6,0.133,124,58.8,6,1,0.213,0.18035924306351817,1,58.8,0.0426,0.15975
16,7,0.133,551,261.2,4,0,,0.04105757657661968,1,235.07999999999998,,
16,8,0.133,495,234.7,1,0,,0.28799344050175396,0,211.23,,
17,1,0.326,289,104.9,5,1,0.419,0.24767467076637628,1,104.9,0.0838,0.31425
17,2,0.326,176,63.9,3,1,0.567,0.29379384837943245,1,63.9,0.1134,0.42524999999999996
17,3,0.326,202,73.3,6,1,0.502,0.407351721736967,1,73.3,0.1004,0.3765
17,4,0.326,324,117.6,4,1,0.463,0.20291356835660448,1,105.84,0.09260000000000002,0.34725
17,5,0.326,439,159.4,2,0,,0.34874599346041296,0,143.46,,
17,6,0.326,500,181.5,3,0,,0.45671427542824283,1,163.35,,
17,7,0.326,252,91.5,4,1,0.584,0.16525167654387724,1,91.5,0.1168,0.43799999999999994
17,8,0.326,266,96.6,0,1,0.382,0.34446338585323044,1,96.6,0.07640000000000001,0.2865
18,1,0.166,327,147.3,4,0,,0.19198827942484237,1,132.57000000000002,,
18,2,0.166,486,219.0,5,0,,0.24418228717773105,1,197.1,,
18,3,0.166,388,174.8,3,0,,0.042304928912191814,0,157.32000000000002,,
18,4,0.166,214,96.4,3,1,0.348,0.03395433869157238,1,96.4,0.0696,0.261
18,5,0.166,276,124.4,5,1,0.41,0.21819415656168978,1,124.4,0.082,0.3075
18,6,0.166,455,205.0,5,1,0.248,0.1956984673233186,1,184.5,0.049600000000000005,0.186
18,7,0.166,224,100.9,3,1,0.397,0.19104928503458768,1,100.9,0.07940000000000001,0.29775
18,8,0.166,326,146.9,6,1,0.373,0.20064482094969757,0,132.21,0.0746,
19,1,0.208,245,103.9,4,1,0.279,0.13999752784215092,1,103.9,0.05580000000000001,0.20925000000000002
19,2,0.208,485,205.6,8,0,,0.23122536971610036,1,185.04,,
19,3,0.208,170,72.1,3,1,0.247,0.23730724732986813,1,72.1,0.0494,0.18525
19,4,0.208,193,81.8,3,1,0.373,0.1365648581973632,1,81.8,0.0746,0.27975
19,5,0.208,247,104.7,3,1,0.299,0.3945774511144756,1,104.7,0.0598,0.22425
19,6,0.208,379,160.7,2,1,0.455,0.2553832920911787,0,144.63,0.09100000000000001,
19,7,0.208,560,237.4,3,0,,0.08886965027973512,0,213.66,,
19,8,0.208,420,178.0,4,0,,0.27365536086338293,1,160.20000000000002,,
20,1,0.263,511,200.8,5,0,,0.16553183297726787,1,180.72000000000003,,
20,2,0.263,525,206.3,7,0,,0.34170846037424524,0,185.67000000000002,,
20,3,0.263,389,152.9,4,1,0.121,0.37885955790074044,1,137.61,0.0242,0.09075
20,4,0.263,245,96.3,4,1,0.402,0.18093176816482898,1,96.3,0.08040000000000001,0.3015
20,5,0.263,552,216.9,4,0,,0.3593376129244322,0,195.21,,
20,6,0.263,313,123.0,4,1,0.391,0.30427809269364986,1,110.7,0.0782,0.29325
20,7,0.263,231,90.8,5,1,0.465,0.345206015999449,1,90.8,0.09300000000000001,0.34875
20,8,0.263,300,117.9,5,0,,0.45267929826539477,0,117.9,,
21,1,0.39,540,182.0,4,0,,0.365461188399713,1,163.8,,
21,2,0.39,574,193.5,5,0,,0.31462638356425104,0,174.15,,
21,3,0.39,386,130.1,7,0,,0.3010485570374477,1,117.09,,
21,4,0.39,307,103.5,4,0,,0.3084189715034562,1,93.15,,
21,5,0.39,205,69.1,4,1,0.531,0.3822898290585896,1,69.1,0.10620000000000002,0.39825
21,6,0.39,330,111.2,5,0,,0.4241151974816644,1,100.08,,
21,7,0.39,595,200.6,2,0,,0.4176690799330019,1,180.54,,
21,8,0.39,383,129.1,6,1,0.621,0.4727183249036024,1,116.19,0.1242,0.46575
22,1,0.154,296,135.9,1,1,0.327,0.1553001891877907,1,135.9,0.0654,0.24525000000000002
22,2,0.154,484,222.1,8,0,,0.2993534077157317,1,199.89,,
22,3,0.154,293,134.5,3,1,0.462,0.12753431667620438,1,134.5,0.09240000000000001,0.34650000000000003
22,4,0.154,114,52.3,5,1,0.287,0.4260169166589619,1,52.3,0.0574,0.21525
22,5,0.154,167,76.6,5,1,0.193,0.21656673477650062,1,76.6,0.0386,0.14475
22,6,0.154,425,195.1,5,0,,0.06828424435837174,1,175.59,,
22,7,0.154,118,54.2,4,1,0.276,0.04691075019388877,1,54.2,0.055200000000000006,0.20700000000000002
22,8,0.154,268,123.0,2,1,0.254,0.20224724152431853,1,123.0,0.050800000000000005,0.1905
23,1,0.306,396,147.5,4,1,0.451,0.2836537214674149,1,132.75,0.0902,0.33825
23,2,0.306,481,179.1,4,0,,0.3774000494092092,1,161.19,,
23,3,0.306,352,131.1,5,1,0.365,0.3533237624573545,1,117.99,0.073,0.27375
23,4,0.306,285,106.1,3,1,0.313,0.29871710873431273,1,106.1,0.0626,0.23475000000000001
23,5,0.306,441,164.2,6,1,0.524,0.2213206281931595,0,147.78,0.1048,
23,6,0.306,274,102.0,4,1,0.427,0.15451527753141353,1,102.0,0.0854,0.32025
23,7,0.306,535,199.3,3,0,,0.26134850479329785,1,179.37,,
23,8,0.306,176,65.5,5,1,0.464,0.39163987943234724,1,65.5,0.09280000000000001,0.34800000000000003
24,1,0.203,176,75.1,6,1,0.514,0.22440937441302042,1,75.1,0.1028,0.3855
24,2,0.203,257,109.6,5,1,0.401,0.0784261221288012,1,109.6,0.08020000000000001,0.30075
24,3,0.203,224,95.5,7,0,,0.22031809258511822,0,95.5,,
24,4,0.203,114,48.6,6,1,0.549,0.2415317379728837,1,48.6,0.10980000000000001,0.41175000000000006
24,5,0.203,348,148.4,5,1,0.464,0.1146142563798867,1,133.56,0.09280000000000001,0.34800000000000003
24,6,0.203,119,50.8,5,1,0.462,0.21837251059455282,1,50.8,0.09240000000000001,0.34650000000000003
24,7,0.203,416,177.4,2,0,,0.2088208718446,0,159.66,,
24,8,0.203,309,131.8,5,1,0.326,0.0887029702169377,1,118.62000000000002,0.06520000000000001,0.2445
25,1,0.184,232,101.8,4,1,0.28,0.21977873603482834,1,101.8,0.05600000000000001,0.21000000000000002
25,2,0.184,221,96.9,3,1,0.269,0.24007845263682343,1,96.9,0.05380000000000001,0.20175
25,3,0.184,112,49.1,3,1,0.331,0.2923051243175277,1,49.1,0.06620000000000001,0.24825000000000003
25,4,0.184,526,230.7,2,1,0.597,0.2893802052034903,0,207.63,0.1194,
25,5,0.184,204,89.5,5,1,0.551,0.04623306320429088,1,89.5,0.11020000000000002,0.41325
25,6,0.184,367,161.0,2,0,,0.09021749600848772,1,144.9,,
25,7,0.184,188,82.5,6,1,0.394,0.23550352672086597,1,82.5,0.07880000000000001,0.2955
25,8,0.184,108,47.4,3,1,0.549,0.2353785950912209,1,47.4,0.10980000000000001,0.41175000000000006
26,1,0.368,369,127.6,6,1,0.517,0.4195047686306048,1,114.84,0.1034,0.38775000000000004
26,2,0.368,122,42.2,3,1,0.578,0.7532731490654722,1,42.2,0.1156,0.4335
26,3,0.368,436,150.7,1,0,,0.4250890510693167,0,135.63,,
26,4,0.368,368,127.2,2,0,,0.4815565640180599,1,114.48,,
26,5,0.368,286,98.9,3,1,0.698,0.46340017634932024,1,98.9,0.1396,0.5235
26,6,0.368,164,56.7,4,1,0.35,0.4331391251305798,1,56.7,0.06999999999999999,0.26249999999999996
26,7,0.368,130,44.9,6,1,0.563,0.33647307553596545,1,44.9,0.11259999999999999,0.42224999999999996
26,8,0.368,312,107.9,7,1,0.471,0.44389692204932674,1,97.11000000000001,0.0942,0.35324999999999995
27,1,0.202,321,137.2,3,1,0.459,0.12471747854624282,0,123.47999999999999,0.0918,
27,2,0.202,341,145.7,4,0,,0.17831813932599913,0,131.13,,
27,3,0.202,364,155.5,6,0,,0.15346364521708966,1,139.95000000000002,,
27,4,0.202,370,158.1,5,0,,0.21018741393863227,1,142.29,,
27,5,0.202,217,92.7,5,1,0.072,0.4334658566673509,1,92.7,0.0144,0.05399999999999999
27,6,0.202,579,247.4,3,0,,0.015273480740825185,0,222.66,,
27,7,0.202,112,47.9,4,0,,0.27062601903745137,0,47.9,,
27,8,0.202,337,144.0,4,0,,0.04072841288103485,1,129.6,,
28,1,0.186,448,195.8,3,1,0.347,0.13880681342105666,0,176.22000000000003,0.0694,
28,2,0.186,297,129.8,4,1,0.241,0.29489505969673663,1,129.8,0.0482,0.18075
28,3,0.186,406,177.5,5,0,,0.1924280019095463,0,159.75,,
28,4,0.186,438,191.5,2,0,,0.07822552220706938,0,172.35,,
28,5,0.186,349,152.5,6,1,0.361,0.11446962907400317,1,137.25,0.0722,0.27075
28,6,0.186,372,162.6,5,0,,0.2539597748934676,1,146.34,,
28,7,0.186,379,165.7,5,0,,0.11296333682828633,0,149.13,,
28,8,0.186,109,47.6,6,1,0.169,0.20764585895819748,1,47.6,0.033800000000000004,0.12675
29,1,0.284,585,224.0,3,0,,0.2885571839903813,1,201.6,,
29,2,0.284,348,133.2,5,1,0.454,0.21883996523941826,1,119.88,0.0908,0.3405
29,3,0.284,339,129.8,7,1,0.228,0.49839440893253256,1,116.82000000000001,0.0456,0.171
29,4,0.284,477,182.6,3,0,,0.3473919022318011,1,164.34,,
29,5,0.284,597,228.6,5,0,,0.08148574133423925,0,205.74,,
29,6,0.284,575,220.2,4,0,,0.30264543147694273,1,198.18,,
29,7,0.284,164,62.8,3,1,0.236,0.21782135352316118,1,62.8,0.0472,0.177
29,8,0.284,589,225.5,5,0,,0.36924333347962235,0,202.95000000000002,,
30,1,0.1,519,259.3,2,0,,0.020747926156729934,1,233.37,,
30,2,0.1,142,71.0,2,0,,0.0885263558533101,0,71.0,,
30,3,0.1,370,184.9,2,0,,0.15049872789804572,0,166.41,,
30,4,0.1,291,145.4,1,1,0.125,0.18657551941701217,1,145.4,0.025,0.09375
30,5,0.1,160,79.9,4,1,0.564,0.0,1,79.9,0.1128,0.42299999999999993
30,6,0.1,514,256.8,5,1,0.365,0.06654987641590517,1,231.12,0.073,0.27375
30,7,0.1,258,128.9,3,1,0.153,0.05250546888390439,1,128.9,0.030600000000000002,0.11474999999999999
30,8,0.1,430,214.9,5,1,0.59,0.03466707674262881,0,193.41,0.118,
31,1,0.208,509,215.8,2,0,,0.38454542402810965,0,194.22000000000003,,
31,2,0.208,474,200.9,7,0,,0.24849817109609554,1,180.81,,
31,3,0.208,288,122.1,3,1,0.34,0.08191160456649546,1,122.1,0.068,0.255
31,4,0.208,304,128.9,1,1,0.522,0.2997861947054776,0,116.01,0.1044,
31,5,0.208,492,208.6,8,0,,0.4202156197012633,1,187.74,,
31,6,0.208,490,207.7,1,0,,0.3112465260551147,0,186.93,,
31,7,0.208,146,61.9,4,1,0.196,0.05606300340459863,1,61.9,0.039200000000000006,0.14700000000000002
31,8,0.208,428,181.4,3,0,,0.15957659271337485,0,163.26000000000002,,
32,1,0.31,583,216.0,3,0,,0.4366911149186623,0,194.4,,
32,2,0.31,551,204.2,5,0,,0.2392330534381219,0,183.78,,
32,3,0.31,399,147.8,3,0,,0.3543819428146229,1,133.02,,
32,4,0.31,215,79.7,3,1,0.324,0.38746340534293366,1,79.7,0.06480000000000001,0.243
32,5,0.31,390,144.5,6,1,0.544,0.2173069528421917,1,130.05,0.10880000000000001,0.40800000000000003
32,6,0.31,576,213.4,2,0,,0.30404746439381997,1,192.06,,
32,7,0.31,505,187.1,7,0,,0.0,1,168.39,,
32,8,0.31,366,135.6,6,1,0.425,0.207561235866571,0,122.03999999999999,0.085,
33,1,0.044,243,133.9,6,1,0.307,0.018743184860683965,1,133.9,0.0614,0.23025
33,2,0.044,130,71.6,4,1,0.037,0.0,1,71.6,0.0074,0.027749999999999997
33,3,0.044,517,284.9,3,0,,0.20724113039316355,1,256.40999999999997,,
33,4,0.044,347,191.2,4,1,0.168,0.0,0,172.07999999999998,0.033600000000000005,
33,5,0.044,385,212.2,2,0,,0.0,1,190.98,,
33,6,0.044,212,116.8,4,1,0.3,0.05707405772860913,1,116.8,0.06,0.22499999999999998
33,7,0.044,359,197.8,3,1,0.244,0.18812732890661155,1,178.02,0.0488,0.183
33,8,0.044,272,149.9,0,1,0.354,0.0,1,149.9,0.0708,0.26549999999999996
34,1,0.125,599,287.7,9,0,,0.24131637521549598,0,258.93,,
34,2,0.125,556,267.1,2,0,,0.1260233061019587,1,240.39000000000001,,
34,3,0.125,402,193.1,3,1,0.34,0.026849134895204907,0,173.79,0.068,
34,4,0.125,171,82.1,3,1,0.37,0.17121034742632707,1,82.1,0.074,0.27749999999999997
34,5,0.125,486,233.4,3,0,,0.144905969557347,1,210.06,,
34,6,0.125,520,249.8,3,0,,0.06497831228412053,0,224.82000000000002,,
34,7,0.125,571,274.3,1,0,,0.13198020849900188,1,246.87,,
34,8,0.125,130,62.4,3,1,0.247,0.08646864031382398,1,62.4,0.0494,0.18525
35,1,0.211,441,186.1,4,0,,0.2223517345251248,1,167.49,,
35,2,0.211,167,70.5,6,1,0.568,0.27721306745210467,1,70.5,0.11359999999999999,0.42599999999999993
35,3,0.211,107,45.1,5,1,0.408,0.3696016816145352,1,45.1,0.0816,0.306
35,4,0.211,276,116.5,3,0,,0.08721845011731508,0,116.5,,
35,5,0.211,424,178.9,3,0,,0.42430333746562665,0,161.01000000000002,,
35,6,0.211,480,202.5,4,0,,0.0157912200477498,0,182.25,,
35,7,0.211,418,176.4,3,0,,0.19582149049644165,1,158.76000000000002,,
35,8,0.211,175,73.8,6,1,0.448,0.2698317206484576,1,73.8,0.08960000000000001,0.336
36,1,0.358,588,205.5,3,0,,0.38609918677350324,1,184.95000000000002,,
36,2,0.358,145,50.7,4,1,0.517,0.2957300480179406,1,50.7,0.1034,0.38775000000000004
36,3,0.358,153,53.5,4,1,0.4,0.33718777496427244,1,53.5,0.08000000000000002,0.30000000000000004
36,4,0.358,148,51.7,3,1,0.518,0.3086999065341167,1,51.7,0.10360000000000001,0.3885
36,5,0.358,432,151.0,5,0,,0.2990635243055788,1,135.9,,
36,6,0.358,570,199.3,8,0,,0.4429602097021025,1,179.37,,
36,7,0.358,592,206.9,7,0,,0.39370154859650475,0,186.21,,
36,8,0.358,166,58.0,6,1,0.452,0.28870904047393453,1,58.0,0.09040000000000001,0.339
37,1,0.652,391,101.8,7,1,0.775,0.7419599875433252,1,91.62,0.15500000000000003,0.58125
37,2,0.652,186,48.4,2,1,0.744,0.682729952087661,1,48.4,0.14880000000000002,0.558
37,3,0.652,322,83.8,5,1,0.88,0.7332862118838961,1,75.42,0.17600000000000002,0.66
37,4,0.652,169,44.0,5,1,0.706,0.7149628841923612,1,44.0,0.1412,0.5295
37,5,0.652,282,73.4,9,1,0.635,0.5691004989077928,1,73.4,0.127,0.47625
37,6,0.652,123,32.0,6,1,0.826,0.595981895980303,1,32.0,0.1652,0.6194999999999999
37,7,0.652,348,90.6,9,1,0.595,0.7267293605123262,1,81.53999999999999,0.119,0.44625
37,8,0.652,368,95.8,6,0,,0.7130370265433466,1,86.22,,
38,1,0.162,417,188.9,5,0,,0.15990984060358518,1,170.01000000000002,,
38,2,0.162,529,239.6,3,0,,0.1737327383308782,0,215.64,,
38,3,0.162,415,188.0,4,0,,0.2897664895788425,1,169.20000000000002,,
38,4,0.162,478,216.5,5,0,,0.10284286111641701,0,194.85,,
38,5,0.162,538,243.7,4,0,,0.2167097381170038,1,219.32999999999998,,
38,6,0.162,274,124.1,1,1,0.286,0.1417807347566106,1,124.1,0.0572,0.21449999999999997
38,7,0.162,454,205.7,4,0,,0.14023187967727796,0,185.13,,
38,8,0.162,158,71.6,5,1,0.394,0.271877685198719,1,71.6,0.07880000000000001,0.2955
39,1,0.069,461,242.9,5,0,,0.151541634898803,1,218.61,,
39,2,0.069,183,96.4,3,1,0.415,0.15035096360006386,1,96.4,0.083,0.31124999999999997
39,3,0.069,500,263.4,3,0,,0.19954788071543292,1,237.05999999999997,,
39,4,0.069,539,284.0,4,1,0.343,0.07110038416327591,0,255.6,0.06860000000000001,
